id,name,type,power,accuracy,pp,damage_class,effect
504,shell-smash,normal,,,15,status,"Raises the user's Attack, Special Attack, and Speed by two stages each. Lowers the user's Defense and Special Defense by one stage each."
505,heal-pulse,psychic,,,10,status,"Heals the target for half its max HP."
506,hex,ghost,65,100,10,special,"Inflicts regular damage. If the target has a major status ailment, this move has double power."
507,sky-drop,flying,60,100,10,physical,"Inflicts regular damage. User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act. On the following turn, the user drops the target, inflicting damage and ending the effect. If the target is flying-type, this move will function as normal but inflict no damage. gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect. gust and twister will additionally have double power. The damage from hail and sandstorm still applies during this effect. Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard. This move cannot be used while gravity is in effect. This move cannot be selected by sleep talk. *Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely. As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
508,shift-gear,steel,,,10,status,"Raises the user's Attack by one stage and its Speed by two stages."
509,circle-throw,fighting,60,90,10,physical,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random. If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out. If the target is a wild Pokémon, the battle ends instead."
510,incinerate,fire,60,100,15,special,"Inflicts regular damage. If the target is holding a berry, it's destroyed and cannot be used in response to this move."
511,quash,dark,,100,15,status,"Forces the target to act last this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail."
512,acrobatics,flying,55,100,15,physical,"Inflicts regular damage. If the user has no held item, this move has double power."
513,reflect-type,normal,,,15,status,"User's type changes to match the target's."
514,retaliate,normal,70,100,5,physical,"Inflicts regular damage. If a friendly Pokémon fainted on the previous turn, this move has double power."
515,final-gambit,fighting,,100,5,special,"Inflicts damage equal to the user's remaining HP. User faints."
516,bestow,normal,,,15,status,"Transfers the user's held item to the target. If the user has no held item, or the target already has a held item, this move will fail."
517,inferno,fire,100,50,5,special,"Inflicts regular damage. Has a 100% chance to burn the target."
518,water-pledge,water,80,100,10,special,"Inflicts regular damage. If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one)."
519,fire-pledge,fire,80,100,10,special,"Inflicts regular damage. If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
520,grass-pledge,grass,80,100,10,special,"Inflicts regular damage. If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one)."
521,volt-switch,electric,70,100,20,special,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party. If the target faints from this attack, the user's trainer selects the new Pokémon to send out first. If the user is the last Pokémon in its party that can battle, it will not switch out. The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used. This move may be used even if the user is under the effect of ingrain. ingrain's effect will end."
522,struggle-bug,bug,50,100,20,special,"Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage."
523,bulldoze,ground,60,100,20,physical,"Inflicts regular damage. Has a 100% chance to lower the target's Speed by one stage."
524,frost-breath,ice,60,90,10,special,"Inflicts regular damage. Always scores a critical hit."
525,dragon-tail,dragon,60,90,10,physical,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random. If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out. If the target is a wild Pokémon, the battle ends instead."
526,work-up,normal,,,30,status,"Raises the user's Attack and Special Attack by one stage each."
527,electroweb,electric,55,95,15,special,"Lowers the target's Speed by one stage."
528,wild-charge,electric,90,100,15,physical,"Inflicts regular damage. User takes 1/4 the damage it inflicts in recoil."
529,drill-run,ground,80,95,10,physical,"Inflicts regular damage. User's critical hit rate is one level higher when using this move."
530,dual-chop,dragon,40,90,15,physical,"Inflicts regular damage. Hits twice in one turn."
531,heart-stamp,psychic,60,100,25,physical,"Inflicts regular damage. Has a 30% chance to make the target flinch."
532,horn-leech,grass,75,100,10,physical,"Inflicts regular damage. Drains half the damage inflicted to heal the user."
533,sacred-sword,fighting,90,100,15,physical,"Inflicts regular damage. Damage calculation ignores the target's stat modifiers, including evasion."
534,razor-shell,water,75,95,10,physical,"Inflicts regular damage. Has a 50% chance to lower the target's Defense by one stage."
535,heat-crash,fire,,100,10,physical,"Inflicts regular damage. The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120. User's weight | Power -------------------------------- | ----: Up to 2× the target's weight | 40 Up to 3× the target's weight | 60 Up to 4× the target's weight | 80 Up to 5× the target's weight | 100 More than 5× the target's weight | 120 "
536,leaf-tornado,grass,65,90,10,special,"Inflicts regular damage. Has a 50% chance to lower the target's accuracy by one stage."
537,steamroller,bug,65,100,20,physical,"Inflicts regular damage. Has a 30% chance to make the target flinch. Power is doubled against Pokémon that have used minimize since entering the field."
538,cotton-guard,grass,,,10,status,"Raises the user's Defense by three stages."
539,night-daze,dark,85,95,10,special,"Inflicts regular damage. Has a 40% chance to lower the target's accuracy by one stage."
540,psystrike,psychic,100,100,10,special,"Inflicts regular damage. Damage calculation always uses the target's Defense, regardless of this move's damage class."
541,tail-slap,normal,25,85,10,physical,"Inflicts regular damage. Hits 2–5 times in one turn. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use."
542,hurricane,flying,110,70,10,special,"Inflicts regular damage. Has a 30% chance to confuse the target. This move can hit Pokémon under the effect of bounce, fly, or sky drop. During rain dance, this move has 100% accuracy. During sunny day, this move has 50% accuracy."
543,head-charge,normal,120,100,15,physical,"Inflicts regular damage. User takes 1/4 the damage it inflicts in recoil."
544,gear-grind,steel,50,85,15,physical,"Inflicts regular damage. Hits twice in one turn."
545,searing-shot,fire,100,100,5,special,"Inflicts regular damage. Has a 30% chance to burn the target."
546,techno-blast,normal,120,100,5,special,"Inflicts regular damage. If the user is holding a plate or a drive, this move's type is the type corresponding to that item. Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
547,relic-song,normal,75,100,10,special,"Inflicts regular damage. Has a 10% chance to put the target to sleep. If the user is a meloetta, it will toggle between Aria and Pirouette Forme."
548,secret-sword,fighting,85,100,10,special,"Inflicts regular damage. Damage calculation always uses the target's Defense, regardless of this move's damage class."
549,glaciate,ice,65,95,10,special,"Inflicts regular damage. Lowers the target's Speed by one stage."
550,bolt-strike,electric,130,85,5,physical,"Inflicts regular damage. Has a 20% chance to paralyze the target."
551,blue-flare,fire,130,85,5,special,"Inflicts regular damage. Has a 20% chance to burn the target."
552,fiery-dance,fire,80,100,10,special,"Inflicts regular damage. Has a 50% chance to raise the user's Special Attack by one stage."
553,freeze-shock,ice,140,90,5,physical,"Inflicts regular damage. Has a 30% chance to paralyze the target. User charges for one turn before attacking."
554,ice-burn,ice,140,90,5,special,"Inflicts regular damage. Has a 30% chance to burn the target. User charges for one turn before attacking."
555,snarl,dark,55,95,15,special,"Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage."
556,icicle-crash,ice,85,90,10,physical,"Inflicts regular damage. Has a 30% chance to make the target flinch."
557,v-create,fire,180,95,5,physical,"Inflicts regular damage. Lowers the user's Defense, Special Defense, and Speed by one stage each."
558,fusion-flare,fire,100,100,5,special,"Inflicts regular damage. If a friendly Pokémon used fusion bolt earlier this turn, this move has double power."
559,fusion-bolt,electric,100,100,5,physical,"Inflicts regular damage. If a friendly Pokémon used fusion flare earlier this turn, this move has double power."
560,flying-press,fighting,100,95,10,physical,"Inflicts regular damage. For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types. For all other purposes, this move is pure Fighting-type. If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying. If the target has used minimize since entering battle, this move has double power and will never miss."
561,mat-block,fighting,,,10,status,"Protects all friendly Pokémon from damaging moves. Only works on the first turn after the user is sent out."
562,belch,poison,120,90,10,special,"Inflicts regular damage. Can only be used if the user has eaten a berry since the beginning of the battle. After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out. Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move. Feeding a Pokémon a berry from the bag or using natural gift will not. If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move."
563,rototiller,ground,,,10,status,"Raises the Attack and Special Attack of all grass Pokémon in battle."
564,sticky-web,bug,,,20,status,"Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage. Pokémon in the air, such as flying-types and those with levitate, are unaffected. rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides."
565,fell-stinger,bug,50,100,25,physical,"Inflicts regular damage. Raises the user's Attack by two stages if it KOs the target."
566,phantom-force,ghost,90,100,10,physical,"Inflicts regular damage. User vanishes for one turn, becoming immune to attack, and hits on the second turn. This move ignores the effects of detect and protect. This move cannot be selected by sleep talk."
567,trick-or-treat,ghost,,100,20,status,"Adds ghost to the target's types."
568,noble-roar,normal,,100,30,status,"Lowers the target's Attack and Special Attack by one stage."
569,ion-deluge,electric,,,25,status,"Changes all Pokémon's normal moves to electric moves for the rest of the turn."
570,parabolic-charge,electric,65,100,20,special,"Heals the user for half the total damage dealt to all targets."
571,forests-curse,grass,,100,20,status,"Adds grass to the target's types."
572,petal-blizzard,grass,90,100,15,physical,"Inflicts regular damage."
573,freeze-dry,ice,70,100,20,special,"Inflicts regular damage. This move is super-effective against the water type. The target's other type will affect damage as usual. If this move's type is changed, it remains super-effective against Water regardless of its type."
574,disarming-voice,fairy,40,,15,special,"Inflicts regular damage. Ignores accuracy and evasion."
575,parting-shot,dark,,100,20,status,"Lowers all targets' Attack and Special Attack by one stage. Makes the user switch out."
576,topsy-turvy,dark,,,20,status,"Inverts the target's stat modifiers."
577,draining-kiss,fairy,50,100,10,special,"Deals regular damage. Drains 75% of the damage inflicted to heal the user."
578,crafty-shield,fairy,,,10,status,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn. Unlike other blocking moves, this move may be used consecutively without its chance of success falling."
579,flower-shield,fairy,,,10,status,"Raises the Defense of all grass Pokémon in battle."
580,grassy-terrain,grass,,,10,status,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power. Changes nature power to energy ball."
581,misty-terrain,fairy,,,10,status,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power. Changes nature power to moonblast."
582,electrify,electric,,,20,status,"Changes the target's move's type to electric if it hasn't moved yet this turn."
583,play-rough,fairy,90,90,10,physical,"Inflicts regular damage. Has a 10% chance to lower the target's Attack by one stage."
584,fairy-wind,fairy,40,100,30,special,"Inflicts regular damage."
585,moonblast,fairy,95,100,15,special,"Inflicts regular damage. Has a 30% chance to lower the target's Special Attack by one stage."
586,boomburst,normal,140,100,10,special,"Inflicts regular damage."
587,fairy-lock,fairy,,,10,status,"Prevents all Pokémon from fleeing or switching out during the next turn."
588,kings-shield,steel,,,10,status,"Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact. Switches Aegislash to Shield Forme."
589,play-nice,normal,,,20,status,"Lowers the target's Attack by one stage."
590,confide,normal,,,20,status,"Lowers the target's Special Attack by one stage."
591,diamond-storm,rock,100,95,5,physical,"Inflicts regular damage. Has a 50% chance to raise the user's Defense by two stages for each target hit."
592,steam-eruption,water,110,95,5,special,"Inflicts regular damage. Has a 30% chance to burn the target."
593,hyperspace-hole,psychic,80,,5,special,"Inflicts regular damage. Bypasses and removes any protection effect on the target."
594,water-shuriken,water,15,100,20,special,"Inflicts regular damage. Hits 2–5 times."
595,mystical-fire,fire,75,100,10,special,"Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage."
596,spiky-shield,grass,,,10,status,"Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP."
597,aromatic-mist,fairy,,,20,status,"Raises a selected ally's Special Defense by one stage."
598,eerie-impulse,electric,,100,15,status,"Lowers the target's Special Attack by two stages."
599,venom-drench,poison,,100,20,status,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned."
600,powder,bug,,100,20,status,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move."
601,geomancy,fairy,,,10,status,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages."
602,magnetic-flux,electric,,,20,status,"Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage."
603,happy-hour,normal,,,30,status,"Doubles prize money. Stacks with a held item. Only works once per battle."
604,electric-terrain,electric,,,10,status,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power. Changes nature power to thunderbolt."
605,dazzling-gleam,fairy,80,100,10,special,"Inflicts regular damage."
606,celebrate,normal,,,40,status,"Does nothing."
607,hold-hands,normal,,,40,status,"Does nothing."
608,baby-doll-eyes,fairy,,100,30,status,"Lowers the target's Attack by one stage."
609,nuzzle,electric,20,100,20,physical,"Inflicts regular damage. Has a 100% chance to paralyze the target."
610,hold-back,normal,40,100,40,physical,"Inflicts regular damage. Will not reduce the target's HP below 1."
611,infestation,bug,20,100,20,special,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. rapid spin cancels this effect."
612,power-up-punch,fighting,40,100,20,physical,"Inflicts regular damage. Raises the user's Attack by one stage."
613,oblivion-wing,flying,80,100,10,special,"Deals regular damage. Drains 75% of the damage inflicted to heal the user."
614,thousand-arrows,ground,90,100,10,physical,"Inflicts regular damage. Grounds the target until it leaves battle. Ignores levitation effects and the immunity of flying-type Pokémon."
615,thousand-waves,ground,90,100,10,physical,"Inflicts regular damage. Traps the target."
616,lands-wrath,ground,90,100,10,physical,"Inflicts regular damage."
617,light-of-ruin,fairy,140,90,5,special,"Inflicts regular damage. User takes 1/2 the damage it inflicts in recoil."
618,origin-pulse,water,110,85,10,special,"Inflicts regular damage."
619,precipice-blades,ground,120,85,10,physical,"Inflicts regular damage."
620,dragon-ascent,flying,120,100,5,physical,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each."
621,hyperspace-fury,dark,100,,5,physical,"Inflicts regular damage. Bypasses and removes any protection effect on the target."
622,breakneck-blitz--physical,normal,,,1,physical,"Inflicts regular damage."
623,breakneck-blitz--special,normal,,,1,special,"Inflicts regular damage."
624,all-out-pummeling--physical,fighting,,,1,physical,"Inflicts regular damage."
625,all-out-pummeling--special,fighting,,,1,special,"Inflicts regular damage."
626,supersonic-skystrike--physical,flying,,,1,physical,"Inflicts regular damage."
627,supersonic-skystrike--special,flying,,,1,special,"Inflicts regular damage."
628,acid-downpour--physical,poison,,,1,physical,"Inflicts regular damage."
629,acid-downpour--special,poison,,,1,special,"Inflicts regular damage."
630,tectonic-rage--physical,ground,,,1,physical,"Inflicts regular damage."
631,tectonic-rage--special,ground,,,1,special,"Inflicts regular damage."
632,continental-crush--physical,rock,,,1,physical,"Inflicts regular damage."
633,continental-crush--special,rock,,,1,special,"Inflicts regular damage."
634,savage-spin-out--physical,bug,,,1,physical,"Inflicts regular damage."
635,savage-spin-out--special,bug,,,1,special,"Inflicts regular damage."
636,never-ending-nightmare--physical,ghost,,,1,physical,"Inflicts regular damage."
637,never-ending-nightmare--special,ghost,,,1,special,"Inflicts regular damage."
638,corkscrew-crash--physical,steel,,,1,physical,"Inflicts regular damage."
639,corkscrew-crash--special,steel,,,1,special,"Inflicts regular damage."
640,inferno-overdrive--physical,fire,,,1,physical,"Inflicts regular damage."
641,inferno-overdrive--special,fire,,,1,special,"Inflicts regular damage."
642,hydro-vortex--physical,water,,,1,physical,"Inflicts regular damage."
643,hydro-vortex--special,water,,,1,special,"Inflicts regular damage."
644,bloom-doom--physical,grass,,,1,physical,"Inflicts regular damage."
645,bloom-doom--special,grass,,,1,special,"Inflicts regular damage."
646,gigavolt-havoc--physical,electric,,,1,physical,"Inflicts regular damage."
647,gigavolt-havoc--special,electric,,,1,special,"Inflicts regular damage."
648,shattered-psyche--physical,psychic,,,1,physical,"Inflicts regular damage."
649,shattered-psyche--special,psychic,,,1,special,"Inflicts regular damage."
650,subzero-slammer--physical,ice,,,1,physical,"Inflicts regular damage."
651,subzero-slammer--special,ice,,,1,special,"Inflicts regular damage."
652,devastating-drake--physical,dragon,,,1,physical,"Inflicts regular damage."
653,devastating-drake--special,dragon,,,1,special,"Inflicts regular damage."
654,black-hole-eclipse--physical,dark,,,1,physical,"Inflicts regular damage."
655,black-hole-eclipse--special,dark,,,1,special,"Inflicts regular damage."
656,twinkle-tackle--physical,fairy,,,1,physical,"Inflicts regular damage."
657,twinkle-tackle--special,fairy,,,1,special,"Inflicts regular damage."
658,catastropika,electric,210,,1,physical,"Inflicts regular damage."
659,shore-up,ground,,,5,status,"Heals the user for ½ its max HP. During a sandstorm, the healing is increased to ⅔."
660,first-impression,bug,90,100,10,physical,"Inflicts regular damage. Can only be used on the user's first turn after entering the field."
661,baneful-bunker,poison,,,10,status,"Grants the user protection for the rest of the turn. If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned. This move's chance of success halves every time it's used consecutively with any other protection move."
662,spirit-shackle,ghost,80,100,10,physical,"Inflicts regular damage. Traps the target."
663,darkest-lariat,dark,85,100,10,physical,"Inflicts regular damage. Damage calculation ignores the target's stat modifiers, including evasion."
664,sparkling-aria,water,90,100,10,special,"Inflicts regular damage. If the target has a burn and takes damage from this move, its burn is healed."
665,ice-hammer,ice,100,90,10,physical,"Inflicts regular damage, then lowers the user's Speed by one stage."
666,floral-healing,fairy,,,10,status,"Heals the target for ½ its max HP. If grassy terrain is in effect, heals for ⅔ instead."
667,high-horsepower,ground,95,95,10,physical,"Inflicts regular damage."
668,strength-sap,grass,,100,10,status,"Lowers the target's Attack by one stage. Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect. If the target's Attack is already at -6, this move will fail. In any other situation that would prevent a stat modification, the healing will still succeed."
669,solar-blade,grass,125,100,10,physical,"Inflicts regular damage. User charges for one turn before attacking. During sunny day, the charge turn is skipped. During hail, rain dance, or sandstorm, power is halved. This move cannot be selected by sleep talk."
670,leafage,grass,40,100,40,physical,"Inflicts regular damage."
671,spotlight,normal,,,15,status,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead."
672,toxic-thread,poison,,100,20,status,"Poisons the target and lowers its Speed by one stage."
673,laser-focus,normal,,,30,status,"The user's next move will result in a critical hit."
674,gear-up,steel,,,20,status,"Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage."
675,throat-chop,dark,80,100,15,physical,"Inflicts regular damage. Silences the target for two turns, preventing it from using any sound-based moves."
676,pollen-puff,bug,90,100,15,special,"If the target is an opponent, inflicts regular damage. If the target is an ally, heals the target for 50% of its max HP."
677,anchor-shot,steel,80,100,20,physical,"Inflicts regular damage. Traps the target."
678,psychic-terrain,psychic,,,10,status,"Changes the terrain to Psychic Terrain for 5 turns. Overrides electric terrain, grassy terrain, and misty terrain. All Pokémon on the ground are immune to moves with priority greater than 0. (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.) Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×. If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5."
679,lunge,bug,80,100,15,physical,"Inflicts regular damage. Lowers the target's Attack by one stage."
680,fire-lash,fire,80,100,15,physical,"Inflicts regular damage. Lowers the target's Defense by one stage."
681,power-trip,dark,20,100,10,physical,"Inflicts regular damage. Power is increased by 100% its original value for every stage any of the user's stats have been raised. Accuracy, evasion, and lowered stats do not affect this move's power. For a Pokémon with all five stats modified to +6, this move's power is 31×."
682,burn-up,fire,130,100,5,special,"Inflicts regular damage. Removes the user's fire type after damage calculation. If the user is not fire-type, this move will fail."
683,speed-swap,psychic,,,10,status,"Exchanges the original Speed stats of the user and target."
684,smart-strike,steel,70,,10,physical,"Inflicts regular damage. Ignores accuracy and evasion modifiers."
685,purify,poison,,,20,status,"Cures the target of its major status ailment and heals the user for 50% of its max HP. If the target has no major status ailment, this move will fail."
686,revelation-dance,normal,90,100,15,special,"Inflicts regular damage. This move's type matches the user's first type, if any; otherwise, it's typeless."
687,core-enforcer,dragon,100,100,10,special,"Inflicts regular damage. If the target has already moved this turn, its ability is nullified."
688,trop-kick,grass,70,100,15,physical,"Inflicts regular damage. Lowers the target's Attack by one stage."
689,instruct,psychic,,,15,status,"The target immediately uses its most recently-used move. This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP. This effect works for disabled moves and ignores torment."
690,beak-blast,flying,100,100,15,physical,"Begins charging at the start of the turn, then attacks as normal. Any Pokémon that makes contact with the user while charging is burned. The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move."
691,clanging-scales,dragon,110,100,5,special,"Inflicts regular damage. Lowers the user's Defense by one stage."
692,dragon-hammer,dragon,90,100,15,physical,"Inflicts regular damage."
693,brutal-swing,dark,60,100,20,physical,"Inflicts regular damage."
694,aurora-veil,ice,,,20,status,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns. If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail. Any regular damage dealt to an affected Pokémon is reduced by ½. (If there are multiple Pokémon on the affected field, the reduction is ⅓.)"
695,sinister-arrow-raid,ghost,180,,1,physical,"Inflicts regular damage."
696,malicious-moonsault,dark,180,,1,physical,"Inflicts regular damage."
697,oceanic-operetta,water,195,,1,special,"Inflicts regular damage."
698,guardian-of-alola,fairy,,,1,special,"Inflicts direct damage equal to ¾ of the target's remaining HP."
699,soul-stealing-7-star-strike,ghost,195,,1,physical,"Inflicts regular damage."
700,stoked-sparksurfer,electric,175,,1,special,"Inflicts regular damage. Has a 100% chance to paralyze the target."
701,pulverizing-pancake,normal,210,,1,physical,"Inflicts regular damage."
702,extreme-evoboost,normal,,,1,status,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each."
703,genesis-supernova,psychic,185,,1,special,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain."
704,shell-trap,fire,150,100,5,special,"Inflicts regular damage. If the user was not yet hit by an opponent's physical move this turn, this move will fail."
705,fleur-cannon,fairy,130,90,5,special,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
706,psychic-fangs,psychic,85,100,10,physical,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage."
707,stomping-tantrum,ground,75,100,10,physical,"Inflicts regular damage. Power is doubled if the user's last move failed for any reason (i.e., produced the message "But it failed!") or was ineffective due to types."
708,shadow-bone,ghost,85,100,10,physical,"Inflicts regular damage. Has a 20% chance to lower the target's Defense by one stage."
709,accelerock,rock,40,100,20,physical,"Inflicts regular damage."
710,liquidation,water,85,100,10,physical,"Inflicts regular damage. Has a 20% chance to lower the target's Defense by one stage."
711,prismatic-laser,psychic,160,100,10,special,"Inflicts regular damage. User loses its next turn to "recharge", and cannot attack or switch out during that turn."
712,spectral-thief,ghost,90,100,10,physical,"Steals the target's stat increases, then inflicts regular damage. Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target. Stolen increases are affected by abilities as normal."
713,sunsteel-strike,steel,100,100,5,physical,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise"
714,moongeist-beam,ghost,100,100,5,special,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise"
715,tearful-look,normal,,,20,status,"Lowers the target's Attack and Special Attack by one stage each."
716,zing-zap,electric,80,100,10,physical,"Inflicts regular damage. Has a 30% chance to make the target flinch."
717,natures-madness,fairy,,90,10,special,"Inflicts typeless damage equal to half the target's remaining HP."
718,multi-attack,normal,120,100,10,physical,"Inflicts regular damage. If the user is holding a plate or a drive, this move's type is the type corresponding to that item. Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
719,10-000-000-volt-thunderbolt,electric,195,,1,special,"Inflicts regular damage."
720,mind-blown,fire,150,100,5,special,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
721,plasma-fists,electric,100,100,15,physical,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize."
722,photon-geyser,psychic,100,100,5,special,"Inflicts regular damage."
723,light-that-burns-the-sky,psychic,200,,1,special,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities."
724,searing-sunraze-smash,steel,200,,1,physical,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise"
725,menacing-moonraze-maelstrom,ghost,200,,1,special,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise"
726,lets-snuggle-forever,fairy,190,,1,physical,"Inflicts regular damage."
727,splintered-stormshards,rock,190,,1,physical,"Inflicts damage and removes any terrain present on the battlefield."
728,clangorous-soulblaze,dragon,185,,1,special,"Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon."
729,zippy-zap,electric,80,100,10,physical,"Inflicts regular damage."
730,splishy-splash,water,90,100,15,special,"Inflicts regular damage."
731,floaty-fall,flying,90,95,15,physical,"Inflicts regular damage."
732,pika-papow,electric,,,20,special,"Inflicts regular damage."
733,bouncy-bubble,water,60,100,20,special,"Inflicts regular damage."
734,buzzy-buzz,electric,60,100,20,special,"Inflicts regular damage."
735,sizzly-slide,fire,60,100,20,physical,"Inflicts regular damage."
736,glitzy-glow,psychic,80,95,15,special,"Inflicts regular damage."
737,baddy-bad,dark,80,95,15,special,"Inflicts regular damage."
738,sappy-seed,grass,100,90,10,physical,"Inflicts regular damage."
739,freezy-frost,ice,100,90,10,special,"Inflicts regular damage."
740,sparkly-swirl,fairy,120,85,5,special,"Inflicts regular damage."
741,veevee-volley,normal,,,20,physical,"Inflicts regular damage."
742,double-iron-bash,steel,60,100,5,physical,"Inflicts regular damage. Hits twice in one turn."
743,max-guard,normal,,,10,status,"No moves will hit the user for the remainder of this turn. If the user is last to act this turn, this move will fail. If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail. lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move. This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move. thunder during rain dance and blizzard during hail have a 30% chance to break through this move. The following effects are not prevented by this move: * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up This move cannot be selected by assist or metronome."
744,dynamax-cannon,dragon,100,100,5,special,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field."
745,snipe-shot,water,80,100,15,special,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field."
746,jaw-lock,dark,80,100,10,physical,"Inflicts regular damage, then (if successful) sets leech seed on the target."
747,stuff-cheeks,normal,,,10,status,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party."
748,no-retreat,fighting,,,5,status,"Inflicts regular damage. Hits twice in one turn, with a 100% chance to make the target flinch."
